what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264188028187
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264188060767
activated,view,org.eclipse.ant.ui,3.4.0.v20090520,"org.eclipse.ant.ui.views.AntView",1264188063616
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264188085318
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1264188098840
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264188098970
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264188102824
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264188103403
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1264188103435
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264188108205
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264188110191
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1264188110223
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264188117974
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264188119763
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1264188119804
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264188122009
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264188126511
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1264188126543
activated,editor,org.eclipse.ant.ui,3.4.0.v20090520,"org.eclipse.ant.ui.internal.editor.AntEditor",1264188127455
activated,view,org.eclipse.ant.ui,3.4.0.v20090520,"org.eclipse.ant.ui.views.AntView",1264188128868
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264188131341
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264188152471
activated,editor,org.eclipse.ant.ui,3.4.0.v20090520,"org.eclipse.ant.ui.internal.editor.AntEditor",1264188160656
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264188168785
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264188187973
