what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1246995918851
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1246995919550
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1246995921388
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.findReplace",1246995921451
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1246995926464
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1246995927357
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1246995928762
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1246995931886
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1246995932676
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.findReplace",1246995932740
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1246995934781
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1246995938509
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1246995940133
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1246995940729
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.findReplace",1246995940789
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1246995941896
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1246995946578
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1246995947107
activated,view,org.eclipse.search,3.5.0.v20090526-2000,"org.eclipse.search.ui.views.SearchView",1246995950121
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1246995950183
closed,view,org.eclipse.search,3.5.0.v20090526-2000,"org.eclipse.search.ui.views.SearchView",1246995950188
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1246995961244
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.findReplace",1246995961312
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1246995962785
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1246995965433
