what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"org.eclipse.ui.workbench",1264528216396
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1264528216397
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1264528216397
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1264528216398
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1264528216398
os,sysinfo,,,"macosx",1264528216401
arch,sysinfo,,,"x86",1264528216401
ws,sysinfo,,,"cocoa",1264528216401
locale,sysinfo,,,"en_US",1264528216401
processors,sysinfo,,,"8",1264528216401
java.runtime.name,sysinfo,,,"Java(TM) 2 Runtime Environment, Standard Edition",1264528216401
java.runtime.version,sysinfo,,,"1.5.0_22-b03-333-9M3125",1264528216401
java.specification.name,sysinfo,,,"Java Platform API Specification",1264528216401
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1264528216401
java.specification.version,sysinfo,,,"1.5",1264528216401
java.vendor,sysinfo,,,"Apple Inc.",1264528216401
java.version,sysinfo,,,"1.5.0_22",1264528216401
java.vm.info,sysinfo,,,"mixed mode",1264528216401
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1264528216401
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1264528216401
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1264528216401
java.vm.specification.version,sysinfo,,,"1.0",1264528216401
java.vm.vendor,sysinfo,,,"Apple Inc.",1264528216401
java.vm.version,sysinfo,,,"1.5.0_22-147",1264528216401
started,bundle,org.eclipse.mylyn.java.tasks,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.java.tasks",1264528227853
