what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1246997072877
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1246997074429
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1246997079302
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1246997080872
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1246997082294
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1246997083566
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1246997084454
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1246997087349
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1246997090046
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1246997090782
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1246997091750
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1246997092630
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1246997093096
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1246997095523
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1246997095940
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1246997096126
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1246997099242
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1246997100834
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1246997123605
activated,view,org.eclipse.ant.ui,3.4.0.v20090520,"org.eclipse.ant.ui.views.AntView",1246997128709
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1246997132164
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1247000042593
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1247000049198
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1247000050685
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1247000057546
